x,y,z,intensity
76.93761444091797,152.1449737548828,7.108001232147217,3.0
81.72008514404297,142.25868225097656,5.122207164764404,2.0
38.22299575805664,66.53875732421875,0.7902117967605591,0.0
15.344837188720703,24.91822052001953,-0.0046686031855642796,1.0
8.695189476013184,15.96461296081543,-0.1930045485496521,0.0
8.460213661193848,13.738396644592285,-0.22753775119781494,0.0
6.672351837158203,12.250625610351562,-0.24536006152629852,0.0
6.836121082305908,11.101061820983887,-0.2747601568698883,0.0
5.389886856079102,9.895983695983887,-0.27679774165153503,0.0
5.585371017456055,9.069989204406738,-0.2987965941429138,1.0
4.602881908416748,8.451021194458008,-0.3035118877887726,1.0
4.77083683013916,7.747281074523926,-0.31871750950813293,1.0
4.001445770263672,7.346766471862793,-0.32224971055984497,1.0
4.132497310638428,6.710692405700684,-0.3310889005661011,1.0
3.4957003593444824,6.418204307556152,-0.33255326747894287,1.0
2.7286088466644287,5.395853519439697,-0.3385249972343445,2.0
2.2760462760925293,4.500906467437744,-0.35297757387161255,4.0
1.9210517406463623,3.798900842666626,-0.3576284945011139,8.0
1.6689074039459229,3.3002827167510986,-0.36268362402915955,9.0
1.707094669342041,2.7721219062805176,-0.3651633560657501,11.0
1.5128161907196045,2.456636428833008,-0.3644022047519684,13.0
1.3936911821365356,2.2631914615631104,-0.3734246492385864,14.0
76.88350677490234,152.03797912597656,7.103003025054932,3.0
81.72008514404297,142.25868225097656,5.122207164764404,2.0
38.22299575805664,66.53875732421875,0.7902117967605591,0.0
15.344837188720703,24.91822052001953,-0.0046686031855642796,1.0
8.695189476013184,15.96461296081543,-0.1930045485496521,0.0
8.460213661193848,13.738396644592285,-0.22753775119781494,0.0
6.672351837158203,12.250625610351562,-0.24536006152629852,0.0
6.836121082305908,11.101061820983887,-0.2747601568698883,0.0
5.389886856079102,9.895983695983887,-0.27679774165153503,0.0
5.585371017456055,9.069989204406738,-0.2987965941429138,1.0
4.602881908416748,8.451021194458008,-0.3035118877887726,1.0
4.77083683013916,7.747281074523926,-0.31871750950813293,1.0
4.001445770263672,7.346766471862793,-0.32224971055984497,1.0
4.132497310638428,6.710692405700684,-0.3310889005661011,1.0
3.4957003593444824,6.418204307556152,-0.33255326747894287,1.0
2.7286088466644287,5.395853519439697,-0.3385249972343445,2.0
2.2760462760925293,4.500906467437744,-0.35297757387161255,4.0
1.9210517406463623,3.798900842666626,-0.3576284945011139,8.0
1.6689074039459229,3.3002827167510986,-0.36268362402915955,9.0
1.707094669342041,2.7721219062805176,-0.3651633560657501,11.0
1.5128161907196045,2.456636428833008,-0.3644022047519684,13.0
1.3936911821365356,2.2631914615631104,-0.3734246492385864,14.0
38.6009521484375,66.92578125,0.7956075668334961,0.0
15.434613227844238,24.966230392456055,-0.004682642407715321,1.0
8.701950073242188,15.910799026489258,-0.19253742694854736,0.0
8.568324089050293,13.8596773147583,-0.2297939509153366,0.0
6.699497222900391,12.249479293823242,-0.2455710917711258,0.0
6.889147758483887,11.143528938293457,-0.27610868215560913,0.0
5.407164096832275,9.886554718017578,-0.27679774165153503,0.0
5.592794418334961,9.046615600585938,-0.29834797978401184,1.0
4.629147052764893,8.464014053344727,-0.304268479347229,1.0
4.784361839294434,7.738935947418213,-0.31871750950813293,1.0
4.012354373931885,7.336259365081787,-0.32209572196006775,1.0
4.158923149108887,6.727259159088135,-0.33226415514945984,1.0
3.5107405185699463,6.419100284576416,-0.33291691541671753,1.0
38.6009521484375,66.92578125,0.7956075668334961,0.0
15.434613227844238,24.966230392456055,-0.004682642407715321,1.0
8.701950073242188,15.910799026489258,-0.19253742694854736,0.0
