x,y,z,intensity
6.564548969268799,10.68485164642334,-0.43928682804107666,0.0
5.075767517089844,9.342294692993164,-0.4095481038093567,0.0
5.131818771362305,8.352853775024414,-0.4118463695049286,0.0
4.158621311187744,7.654224872589111,-0.3963729441165924,1.0
3.6056251525878906,7.148555278778076,-0.392289400100708,2.0
3.7616965770721436,6.564122676849365,-0.39712652564048767,1.0
3.1150989532470703,6.176032066345215,-0.3872690200805664,1.0
2.4474830627441406,4.8524088859558105,-0.3803445100784302,3.0
2.0445611476898193,4.0535712242126465,-0.3814034163951874,8.0
1.7461600303649902,3.4619576930999756,-0.3802517354488373,12.0
1.7687265872955322,2.878884792327881,-0.378985196352005,16.0
1.574668049812317,2.563023567199707,-0.3799406588077545,19.0
1.4162267446517944,2.3051352500915527,-0.38010287284851074,19.0
1.289158582687378,2.098311424255371,-0.3810828924179077,25.0
6.564548969268799,10.68485164642334,-0.43928682804107666,0.0
5.075767517089844,9.342294692993164,-0.4095481038093567,0.0
5.131818771362305,8.352853775024414,-0.4118463695049286,0.0
4.158621311187744,7.654224872589111,-0.3963729441165924,1.0
3.6056251525878906,7.148555278778076,-0.392289400100708,2.0
3.7616965770721436,6.564122676849365,-0.39712652564048767,1.0
3.1150989532470703,6.176032066345215,-0.3872690200805664,1.0
2.4474830627441406,4.8524088859558105,-0.3803445100784302,3.0
2.0445611476898193,4.0535712242126465,-0.3814034163951874,8.0
1.7461600303649902,3.4619576930999756,-0.3802517354488373,12.0
1.7687265872955322,2.878884792327881,-0.378985196352005,16.0
1.574668049812317,2.563023567199707,-0.3799406588077545,19.0
1.4162267446517944,2.3051352500915527,-0.38010287284851074,19.0
1.289158582687378,2.098311424255371,-0.3810828924179077,25.0
6.641929626464844,10.768655776977539,-0.4432077705860138,0.0
5.172450542449951,9.480799674987793,-0.4160146713256836,0.0
5.148473739624023,8.347294807434082,-0.41201427578926086,0.0
4.173875331878662,7.650469779968262,-0.39655476808547974,1.0
3.6433606147766113,7.192152976989746,-0.3950299322605133,2.0
3.7751288414001465,6.561016082763672,-0.3973361849784851,1.0
6.641929626464844,10.768655776977539,-0.4432077705860138,0.0
5.172450542449951,9.480799674987793,-0.4160146713256836,0.0
5.148473739624023,8.347294807434082,-0.41201427578926086,0.0
4.173875331878662,7.650469779968262,-0.39655476808547974,1.0
3.6433606147766113,7.192152976989746,-0.3950299322605133,2.0
3.7751288414001465,6.561016082763672,-0.3973361849784851,1.0
6.5554728507995605,10.587120056152344,-0.43620607256889343,0.0
5.1985764503479,9.489293098449707,-0.41678449511528015,0.0
5.211410999298096,8.416454315185547,-0.4158758521080017,0.0
4.177609920501709,7.62565803527832,-0.3956456780433655,1.0
3.6558961868286133,7.185789108276367,-0.3950299322605133,2.0
3.7665817737579346,6.519834995269775,-0.3952394425868988,1.0
3.114886522293091,6.1224164962768555,-0.3845858871936798,1.0
2.4535341262817383,4.822505474090576,-0.37866899371147156,3.0
2.0460329055786133,4.021547794342041,-0.37905940413475037,7.0
1.7582226991653442,3.4558470249176025,-0.3802517354488373,11.0
1.7808482646942139,2.8760786056518555,-0.3794310390949249,19.0
1.5961318016052246,2.577760696411133,-0.382948100566864,19.0
1.436768889427185,2.3203887939453125,-0.3834419846534729,18.0
1.2798203229904175,2.066915988922119,-0.37618938088417053,23.0
6.5554728507995605,10.587120056152344,-0.43620607256889343,0.0
5.1985764503479,9.489293098449707,-0.41678449511528015,0.0
5.211410999298096,8.416454315185547,-0.4158758521080017,0.0
4.177609920501709,7.62565803527832,-0.3956456780433655,1.0
3.6558961868286133,7.185789108276367,-0.3950299322605133,2.0
3.7665817737579346,6.519834995269775,-0.3952394425868988,1.0
3.114886522293091,6.1224164962768555,-0.3845858871936798,1.0
2.4535341262817383,4.822505474090576,-0.37866899371147156,3.0
2.0460329055786133,4.021547794342041,-0.37905940413475037,7.0
1.7582226991653442,3.4558470249176025,-0.3802517354488373,11.0
1.7808482646942139,2.8760786056518555,-0.3794310390949249,19.0
1.5961318016052246,2.577760696411133,-0.382948100566864,19.0
1.436768889427185,2.3203887939453125,-0.3834419846534729,18.0
1.2798203229904175,2.066915988922119,-0.37618938088417053,23.0
6.567624092102051,10.565468788146973,-0.4357859790325165,0.0
5.265219211578369,9.571261405944824,-0.42078760266304016,0.0
5.200786113739014,8.366608619689941,-0.41386112570762634,0.0
4.240987300872803,7.709383487701416,-0.40037304162979126,1.0
3.659342050552368,7.161609649658203,-0.3940511643886566,2.0
3.779968500137329,6.516701698303223,-0.39544910192489624,1.0
6.567624092102051,10.565468788146973,-0.4357859790325165,0.0
5.265219211578369,9.571261405944824,-0.42078760266304016,0.0
5.200786113739014,8.366608619689941,-0.41386112570762634,0.0
4.240987300872803,7.709383487701416,-0.40037304162979126,1.0
3.659342050552368,7.161609649658203,-0.3940511643886566,2.0
3.779968500137329,6.516701698303223,-0.39544910192489624,1.0
5.276117324829102,9.55156135559082,-0.42032569646835327,0.0
5.221714496612549,8.367698669433594,-0.4143648147583008,0.0
